dataset,id,group,exact,rows,bytes,hits,like_re2,rich_re2,literal_re2,chain_re2,joint_like_re2,joint_rich_re2,like_atoms,like_offered_bytes,literal_atoms,literal_offered_bytes,chain_atoms,chain_offered_bytes,trained_atoms,trained_offered_bytes,warm_rows,warm_atoms,source_warm_atoms,tail_source_atoms,tail_trained_atoms,cascade_atoms,cascade_offered_bytes,reverse_atoms,reverse_offered_bytes,chain_nodes,chain_leaves,chain_tokens,chain_literal_bytes,chain_relaxations,literal_nodes,literal_leaves,literal_relaxations,like_branches,like_tokens,like_literal_bytes,chain_cache_hits,chain_node_visits,baseline_fallback,chain_fallback,literal_fallback,ordered_re2,ordered_joint_like_re2,ordered_joint_rich_re2,position_atoms,position_visits,position_node_visits,position_cache_hits,position_peak_buffer_bytes,position_peak_memo_entries,ordered_nodes,ordered_leaves,ordered_relaxations,ordered_cascade_atoms,ordered_cascade_offered_bytes
uap,os_parsers:133,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919795,18214,1919795,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,185,1,0,74,1,1,1,0,18214,1919795
uap,os_parsers:134,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,195,1,0,78,1,1,1,0,18214,1919797
uap,os_parsers:135,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,195,1,0,78,1,1,1,0,18214,1919797
uap,os_parsers:136,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919793,18214,1919793,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,175,1,0,70,1,1,1,0,18214,1919793
uap,os_parsers:137,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,195,1,0,78,1,1,1,0,18214,1919797
uap,os_parsers:138,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,195,1,0,78,1,1,1,0,18214,1919797
uap,os_parsers:139,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18222,1920087,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,6,25,0,3,2,0,1,7,25,0,18213,0,0,0,1,1,1,1,195,1,0,78,1,1,1,0,18214,1919797
uap,os_parsers:140,os_parsers,0,18213,1919759,7,7,7,11,7,7,7,18213,1919759,18514,1933756,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18220,1920019,18220,1920019,1,1,6,21,0,5,4,0,1,7,21,0,18213,0,0,0,7,7,7,7,1335,7,0,78,1,1,1,0,18220,1920019
uap,os_parsers:141,os_parsers,0,18213,1919759,6,6,6,6,6,6,6,18213,1919759,18364,1926739,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1919971,18219,1919971,1,1,8,22,0,4,3,0,1,9,22,0,18213,0,0,0,6,6,6,6,1526,6,0,78,1,1,1,0,18219,1919971
uap,os_parsers:142,os_parsers,0,18213,1919759,6,6,6,8,6,6,6,18213,1919759,18511,1933587,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1919971,18219,1919971,1,1,6,21,0,5,4,0,1,7,21,0,18213,0,0,0,6,6,6,6,1090,6,0,78,1,1,1,0,18219,1919971
uap,os_parsers:143,os_parsers,0,18213,1919759,6,6,6,6,6,6,6,18213,1919759,18364,1926731,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1919963,18219,1919963,1,1,8,22,0,4,3,0,1,9,22,0,18213,0,0,0,6,6,6,6,1470,6,0,70,1,1,1,0,18219,1919963
uap,os_parsers:144,os_parsers,0,18213,1919759,6,6,6,10,6,6,6,18213,1919759,18513,1933653,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1919963,18219,1919963,1,1,6,21,0,5,4,0,1,7,21,0,18213,0,0,0,6,6,6,6,1050,6,0,70,1,1,1,0,18219,1919963
uap,os_parsers:145,os_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18360,1926595,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919827,18215,1919827,1,1,8,22,0,4,3,0,1,9,22,0,18213,0,0,0,2,2,2,2,490,2,0,70,1,1,1,0,18215,1919827
uap,os_parsers:146,os_parsers,0,18213,1919759,2,2,2,4,2,2,2,18213,1919759,18507,1933439,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919827,18215,1919827,1,1,6,21,0,5,4,0,1,7,21,0,18213,0,0,0,2,2,2,2,350,2,0,70,1,1,1,0,18215,1919827
uap,os_parsers:147,os_parsers,0,18213,1919759,145,145,145,145,145,145,145,18213,1919759,18358,1926527,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18358,1926527,18358,1926527,1,1,5,18,0,3,2,0,1,5,18,0,18213,0,0,0,145,145,145,145,27652,145,0,150,1,1,1,0,18358,1926527
uap,os_parsers:148,os_parsers,0,18213,1919759,63,18213,18213,1076,1076,1076,1076,0,0,58594,6787306,60603,7027036,70730,7801142,1024,13312,3286,57317,57418,60603,7027036,60603,7027036,26,13,44,25,0,18,10,0,3,11,2,0,153866,1,0,0,1029,1029,1029,11914,2413943,21776,0,778,31,26,13,0,60603,7027036
uap,os_parsers:149,os_parsers,1,18213,1919759,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,4,3,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:150,os_parsers,0,18213,1919759,9,9,9,9,9,9,9,72844,7678522,18222,1920382,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18241,1921737,72853,7679145,1,1,8,8,0,3,2,0,4,38,38,0,18213,0,0,0,9,9,9,9,4424,9,0,156,1,1,1,0,18241,1921737
uap,os_parsers:151,os_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18240,1922591,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919885,18216,1919885,1,1,9,25,0,6,5,0,1,9,25,0,18213,0,0,0,3,3,3,3,1032,3,0,86,1,1,1,0,18216,1919885
uap,os_parsers:152,os_parsers,1,18213,1919759,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,10,0,6,4,0,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
uap,os_parsers:153,os_parsers,0,18213,1919759,3,3,3,3,3,3,3,72846,7678532,18216,1919945,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1919999,72849,7678718,1,1,8,5,0,3,2,0,4,38,26,0,18213,0,0,0,3,3,3,3,1323,3,0,170,1,1,1,0,18219,1919999
uap,os_parsers:154,os_parsers,0,18213,1919759,0,0,0,0,0,0,0,36426,3839518,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,36426,3839518,1,1,10,7,0,4,3,0,2,25,15,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,os_parsers:155,os_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920011,18216,1920011,1,1,3,5,0,1,1,0,1,3,5,0,18213,0,0,0,3,3,3,3,510,3,0,220,1,1,1,0,18216,1920011
uap,os_parsers:156,os_parsers,0,18213,1919759,0,0,0,0,0,0,0,36426,3839518,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,36426,3839518,1,1,3,10,0,1,1,0,2,8,21,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,os_parsers:157,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,72851,7678912,18214,1919883,18214,1919883,19238,1999735,1024,2048,1024,17190,17190,18217,1920255,72853,7679160,3,2,6,9,0,3,2,0,4,30,50,0,36427,0,0,0,1,1,1,2,344,3,0,250,3,3,2,0,18217,1920255
uap,os_parsers:158,os_parsers,0,18213,1919759,151,226,159,227,226,226,159,36202,3810190,18440,1949336,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18441,1949471,36428,3839710,1,1,9,8,0,3,2,0,2,20,18,0,18213,0,0,0,226,226,159,226,237968,226,0,498,1,1,1,0,18441,1949471
uap,os_parsers:159,os_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18240,1923763,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920499,18217,1920499,1,1,6,25,0,3,2,0,1,6,25,0,18213,0,0,0,4,4,4,4,3720,4,0,378,1,1,1,0,18217,1920499
uap,os_parsers:160,os_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18240,1923763,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920518,18217,1920518,1,1,6,25,0,3,2,0,1,6,25,0,18213,0,0,0,4,4,4,4,3815,4,0,382,1,1,1,0,18217,1920518
uap,os_parsers:161,os_parsers,1,18213,1919759,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,1,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:162,os_parsers,0,18213,1919759,114,148,148,1169,1169,148,148,90948,9588039,60980,7092862,60980,7092862,60157,6905647,1024,4096,2685,58295,56061,66708,7789801,91530,9643000,6,4,12,16,0,6,4,0,5,16,32,0,93452,0,0,0,896,148,148,4676,803818,7014,0,986,6,6,4,0,65343,7603261
uap,os_parsers:163,os_parsers,1,18213,1919759,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:164,os_parsers,0,18213,1919759,24,25,25,25,25,25,25,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18238,1921892,18238,1921892,1,1,3,8,0,1,1,0,1,3,8,0,18213,0,0,0,25,25,25,25,4316,25,0,196,1,1,1,0,18238,1921892
uap,os_parsers:165,os_parsers,1,18213,1919759,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,1,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:166,os_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,1,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:167,os_parsers,0,18213,1919759,5,5,5,6,5,5,5,18213,1919759,18231,1921622,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920270,18218,1920270,1,1,13,15,0,5,4,0,1,14,15,0,18213,0,0,0,5,5,5,5,6192,5,0,210,1,1,1,0,18218,1920270
uap,os_parsers:168,os_parsers,0,18213,1919759,65,100,65,102,100,100,65,36332,3830039,18545,1949977,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18319,1929602,36432,3839700,1,1,15,12,0,6,4,0,2,35,25,0,18213,0,0,0,100,100,65,100,136654,100,0,308,1,1,1,0,18319,1929602
uap,os_parsers:169,os_parsers,0,18213,1919759,31,31,31,35,31,31,31,36395,3835579,18476,1944478,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18244,1923698,36426,3839518,1,1,15,19,0,6,4,0,2,35,39,0,18213,0,0,0,31,31,31,31,55580,31,0,264,1,1,1,0,18244,1923698
uap,os_parsers:170,os_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18221,1920723,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920241,18217,1920241,1,1,10,16,0,4,3,0,1,11,16,0,18213,0,0,0,4,4,4,4,4374,4,0,246,1,1,1,0,18217,1920241
uap,os_parsers:171,os_parsers,0,18213,1919759,5,5,5,5,5,5,5,18213,1919759,18398,1942577,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920382,18218,1920382,1,1,5,7,0,3,2,0,1,5,7,0,18213,0,0,0,5,5,5,5,2512,5,0,284,1,1,1,0,18218,1920382
uap,os_parsers:172,os_parsers,0,18213,1919759,112,112,112,112,112,112,112,18213,1919759,18329,1930151,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18325,1929743,18325,1929743,1,1,5,9,0,3,2,0,1,5,9,0,18213,0,0,0,112,112,112,112,40384,112,0,308,1,1,1,0,18325,1929743
uap,os_parsers:173,os_parsers,0,18213,1919759,6,24,6,526,24,24,6,36407,3836857,30000,3533859,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18242,1923110,36431,3839863,1,1,9,5,0,6,4,0,2,23,11,0,18213,0,0,0,24,24,6,24,24240,24,0,482,1,1,1,0,18242,1923110
uap,os_parsers:174,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53747,6531671,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:175,os_parsers,0,18213,1919759,4,4,4,4,4,4,4,36422,3839255,53750,6531881,45927,5414131,21293,2159841,1024,4096,2596,43331,17197,45931,5414394,36434,3840044,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,4,4,4,16,3495,24,0,174,6,6,4,0,45931,5414394
uap,os_parsers:176,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53743,6531408,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:177,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53743,6531408,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:178,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53743,6531408,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:179,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53743,6531408,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:180,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839465,53743,6531408,45927,5414131,21287,2159421,1024,4096,2596,43331,17191,45928,5414184,36428,3839624,6,4,21,33,0,9,7,0,2,26,54,0,77972,0,0,0,1,1,1,4,657,6,0,108,6,6,4,0,45928,5414184
uap,os_parsers:181,os_parsers,0,18213,1919759,21,21,21,35,35,21,21,36407,3838330,53776,6533753,45927,5414131,21409,2169471,1024,4096,2596,43331,17313,45978,5417845,36472,3842318,6,4,19,23,0,8,6,0,2,22,34,0,77972,0,0,0,34,21,21,140,27676,210,0,234,6,6,4,0,45976,5417613
uap,os_parsers:182,os_parsers,0,18213,1919759,31,31,31,122,122,31,31,36396,3836221,18337,1931493,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18427,1939646,36427,3839651,1,1,11,6,0,3,2,0,2,22,14,0,18213,0,0,0,122,31,31,122,117140,122,0,370,1,1,1,0,18427,1939646
uap,os_parsers:183,os_parsers,1,18213,1919759,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,3,2,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:184,os_parsers,0,18213,1919759,27,28,27,676,676,28,27,72807,7675368,43738,5163408,43738,5163408,45553,5282579,1024,4096,1609,42129,41457,46397,5418672,72906,7684942,7,4,19,11,0,7,4,0,4,44,32,0,92586,0,0,0,166,28,27,2576,397177,4604,0,508,7,7,4,0,44357,5241224
uap,os_parsers:185,os_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,1,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:186,os_parsers,0,18213,1919759,8,8,8,8,8,8,8,54627,5757673,18229,1921903,18221,1920831,20269,2080535,1024,3072,1024,17197,17197,18233,1922443,54643,5759817,5,3,14,11,0,7,4,0,3,24,30,0,36442,0,0,0,8,8,8,24,8064,40,0,278,5,5,3,0,18233,1922443
uap,os_parsers:187,os_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18217,1919935,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1919935,18217,1919935,1,1,7,6,0,3,2,0,1,8,6,0,18213,0,0,0,4,4,4,4,1080,4,0,90,1,1,1,0,18217,1919935
uap,os_parsers:188,os_parsers,0,18213,1919759,9,9,9,9,9,9,9,72833,7676537,36530,3849376,36521,3848227,20734,2139675,1024,3072,2120,34401,17662,36538,3850324,72855,7679309,5,3,13,10,0,6,4,0,4,38,30,0,72947,0,0,0,9,9,9,27,10092,45,0,272,5,5,3,0,36538,3850324
uap,os_parsers:189,os_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,3,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:190,os_parsers,0,18213,1919759,94,18213,18213,110,110,110,110,0,0,213280,22558369,213280,22558369,215491,22700015,1024,14336,11718,201562,201155,213280,22558369,213280,22558369,18,14,46,79,0,18,14,0,1,1,0,0,274587,1,0,0,110,110,110,1448,398924,1842,0,490,18,18,14,0,213280,22558369
uap,os_parsers:191,os_parsers,0,18213,1919759,2,2,2,2,2,2,2,72846,7678640,36514,4538040,27332,3227092,19239,1999743,1024,2048,1146,26186,17191,27334,3227224,72850,7678904,3,2,11,12,0,4,3,0,4,46,54,0,45545,0,0,0,2,2,2,4,1062,6,0,144,3,3,2,0,27334,3227224
uap,os_parsers:192,os_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0,4,3,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:193,os_parsers,1,18213,1919759,10509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,29,0,6,5,0,5,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0
uap,os_parsers:194,os_parsers,0,18213,1919759,27,27,27,27,27,27,27,309425,32614370,254851,26860808,254851,26860808,254737,26858145,1024,14336,14271,240580,240401,255114,26878766,309672,32631074,15,14,42,97,0,15,14,0,17,51,117,0,273064,0,0,0,27,27,27,378,65800,405,0,394,15,15,14,0,255114,26878766
uap,os_parsers:195,os_parsers,0,18213,1919759,9152,9152,9152,9152,9152,9152,9152,89671,9412080,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,62579,8279114,98823,10721294,1,1,3,5,0,1,1,0,5,41,35,0,18213,0,0,0,9152,9152,9152,9152,2636712,9152,0,768,1,1,1,0,62579,8279114
uap,os_parsers:196,os_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:197,os_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11,0,1,1,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:198,os_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,25,0,1,1,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:199,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,32047,3663616,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919782,18214,1919782,1,1,9,10,0,5,4,0,1,9,10,0,18213,0,0,0,1,1,1,1,192,1,0,48,1,1,1,0,18214,1919782
uap,os_parsers:200,os_parsers,1,18213,1919759,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,os_parsers:201,os_parsers,0,18213,1919759,9,9,9,9,9,9,9,18213,1919759,18231,1920263,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1920011,18222,1920011,1,1,7,10,0,4,3,0,1,7,10,0,18213,0,0,0,9,9,9,9,1566,9,0,58,1,1,1,0,18222,1920011
uap,os_parsers:202,os_parsers,0,18213,1919759,2,2,2,2,2,2,2,145690,15355272,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920159,145692,15355672,1,1,3,8,0,1,1,0,8,48,76,0,18213,0,0,0,2,2,2,2,804,2,0,510,1,1,1,0,18215,1920159
uap,os_parsers:203,os_parsers,0,18213,1919759,1,1,1,1,1,1,1,582785,61424848,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919999,582786,61425088,1,1,4,9,0,1,1,0,32,284,320,0,18213,0,0,0,1,1,1,1,723,1,0,482,1,1,1,0,18214,1919999
uap,device_parsers:0,device_parsers,0,18213,1919759,10,18213,18213,18213,18213,18213,18213,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,10,4,0,18213,1,1,1,18213,18213,18213,0,0,18213,0,0,1,1,0,0,0,0
uap,device_parsers:1,device_parsers,0,18213,1919759,7,18213,18213,18213,18213,18213,18213,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,18213,1,1,1,18213,18213,18213,0,0,18213,0,0,1,1,0,0,0,0
uap,device_parsers:2,device_parsers,0,18213,1919759,8,8,8,8,8,8,8,36420,3838802,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18223,1921091,36428,3839826,1,1,4,6,0,1,1,0,2,11,13,0,18213,0,0,0,8,8,8,8,3096,8,0,332,1,1,1,0,18223,1921091
uap,device_parsers:3,device_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20,0,1,1,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:4,device_parsers,0,18213,1919759,4,4,4,4,4,4,4,36423,3839161,44523,5649086,33002,4060848,34894,4197894,1024,3072,1180,31822,31822,33007,4061535,36432,3840370,5,3,13,32,0,6,4,0,2,18,45,0,58611,0,0,0,4,4,4,12,3980,20,0,332,5,5,3,0,33007,4061535
uap,device_parsers:5,device_parsers,0,18213,1919759,8,8,8,8,8,8,8,36420,3839053,40353,4991586,40353,4991586,41527,5052566,1024,3072,1898,38455,38455,40363,4992545,36438,3840724,5,3,9,26,0,5,3,0,2,10,33,0,69639,0,0,0,8,8,8,24,4096,40,0,332,5,5,3,0,40363,4992545
uap,device_parsers:6,device_parsers,0,18213,1919759,1,12268,12268,1,1,1,1,30103,2497017,18215,1920113,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919936,42371,4128147,1,1,13,13,0,4,3,0,3,15,6,0,18213,0,0,0,1,1,1,1,2136,1,0,356,1,1,1,0,18214,1919936
uap,device_parsers:7,device_parsers,0,18213,1919759,36,36,36,36,36,36,36,72780,7671484,18685,1970737,18249,1923535,19273,2003387,1024,2048,1024,17225,17225,18321,1931087,72852,7679036,3,2,15,31,0,5,4,0,4,48,142,0,36462,0,0,0,36,36,36,72,35156,108,0,226,3,3,2,0,18321,1931087
uap,device_parsers:8,device_parsers,0,18213,1919759,62,18213,18213,18213,18213,18213,18213,18213,1919759,0,0,36426,3839518,36426,3839518,1024,2048,2048,34378,34378,54639,5759277,54639,5759277,3,2,9,0,0,1,0,0,1,5,0,0,54639,0,0,1,18212,18212,18212,36426,13474613,54639,0,986,3,3,2,0,54638,5759274
uap,device_parsers:9,device_parsers,0,18213,1919759,218,218,218,218,218,218,218,18213,1919759,18649,1966961,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18431,1943360,18431,1943360,1,1,15,27,0,4,3,0,1,15,27,0,18213,0,0,0,218,218,218,218,333466,218,0,282,1,1,1,0,18431,1943360
uap,device_parsers:10,device_parsers,0,18213,1919759,27,29,27,6502,6482,29,27,436818,46034159,41272,4976575,28261,3297077,29458,3329242,1024,3072,1466,26795,26386,183535,26101708,436876,46042079,5,3,17,21,0,6,4,0,24,240,324,0,54381,0,0,0,2406,29,27,19446,11191844,32410,0,768,5,5,3,0,85711,11855188
uap,device_parsers:11,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,109275,11518137,30482,3551028,18214,1919898,20262,2079602,1024,3072,1024,17190,17190,18217,1920315,109277,11518415,5,3,12,23,0,6,4,0,6,36,87,0,36428,0,0,0,1,1,1,3,1064,5,0,280,5,5,3,0,18217,1920315
uap,device_parsers:12,device_parsers,0,18213,1919759,27,9520,9520,8555,8530,8530,8530,27922,2613756,64974,8536809,55740,7254141,75185,8679659,1024,22528,1259,54481,52657,64383,8503167,73520,9188374,42,22,78,77,0,40,21,0,2,6,19,3,128327,0,0,0,1118,1118,1118,211267,47229944,374965,7626,768,49,42,22,0,56876,7423712
uap,device_parsers:13,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,109275,11518131,30482,3551030,18214,1919900,20262,2079604,1024,3072,1024,17190,17190,18217,1920323,109277,11518413,5,3,12,36,0,6,4,0,6,36,165,0,36428,0,0,0,1,1,1,3,1038,5,0,284,5,5,3,0,18217,1920323
uap,device_parsers:14,device_parsers,0,18213,1919759,13,18213,18213,90,83,83,83,0,0,79803,10112238,79810,10113337,88092,11168990,1024,10240,3872,75938,77852,79810,10113337,79810,10113337,15,10,33,47,0,17,11,0,1,1,0,0,122835,1,0,0,57,57,57,780,208568,1170,0,456,15,15,10,0,79810,10113337
