worker,placement,transport,mtu,bytes,packet_bytes,retry_us,device,method,layout,filesystem,surviving_only,key,node,role,stage,repeat,run,samples,leader_az,follower_azs,command,device_path,warmup,verified_records,remote_voters,fragments_per_record,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,file,started,ended,recovered_records,retried_packets,all_samples,all_min_us,all_mean_us,all_stddev_us,all_max_us,all_p01_us,all_p05_us,all_p25_us,all_p50_us,all_p75_us,all_p90_us,all_p95_us,all_p99_us,all_p999_us,all_over_1000us_pct,all_over_2000us_pct,all_over_5000us_pct,all_over_10000us_pct
use1-az6,bad,tcp,9001,4096,8973,2000,nvme,direct-dsync,raw,none,False,screen-287d43b18b33b82c-r2,3,leader,screen,2,16570986431660128357,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/dev/nvme3n1', 'direct-dsync', 'raw', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-287d43b18b33b82c-r2.csv', '16570986431660128357', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,814.999,822.427106,7.6109886858912095,902.011,816.02989,816.9847,818.837,820.8325,823.8054999999999,827.2691,830.8161,851.11386,897.029859,0.0,0.0,0.0,0.0,screen-287d43b18b33b82c-r2.csv.gz,1789406340.4953592,1789406343.1141543,2064,0,2000,1179.84,1187.4411850000001,7.995875955752126,1434.777,1181.0859,1182.07965,1183.992,1185.8305,1189.192,1192.8366,1195.5171,1214.03083,1249.524763,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-862487896ecfc4f9-r2,3,leader,screen,2,7905273812907391754,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-862487896ecfc4f9-r2.csv', '7905273812907391754', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,847.275,931.6975165,39.24729867213447,1047.435,850.67433,858.70665,905.3,933.0885,957.86,978.5087,991.5607,1019.69805,1043.002103,3.3,0.0,0.0,0.0,screen-862487896ecfc4f9-r2.csv.gz,1789406345.9111645,1789406348.3734267,2064,0,2000,930.222,1011.6974514999999,50.72980738748815,1300.808,941.0346000000001,951.48045,986.636,1007.8185000000001,1024.032,1056.5819999999999,1100.7683,1268.30719,1297.114222,53.75,0.0,0.0,0.0
use1-az6,bad,tcp,9001,8192,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-9d32ae9ec02a9980-r2,3,leader,screen,2,10181947048877809235,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-9d32ae9ec02a9980-r2.csv', '10181947048877809235', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,806.54,814.3586310000001,9.050526065088095,1023.534,808.004,809.2679,811.029,812.5125,814.5445,817.6832999999999,823.2908,851.54111,913.1385509999998,0.05,0.0,0.0,0.0,screen-9d32ae9ec02a9980-r2.csv.gz,1789406355.50648,1789406357.83054,2064,0,2000,1021.869,1030.7635665,41.88769643370924,2852.493,1022.94964,1024.0658,1025.726,1027.339,1030.0155,1035.6797,1042.99,1085.96317,1120.434870999999,100.0,0.05,0.0,0.0
use1-az6,bad,tcp,1500,4096,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-7968d4d0920a1d7b-r2,3,leader,screen,2,18040342549569507098,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-7968d4d0920a1d7b-r2.csv', '18040342549569507098', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,3327.21,3557.8142415,106.22132280982561,5370.366,3390.16273,3436.6071500000003,3499.5885,3546.1845000000003,3602.14475,3659.1295,3696.8120999999996,3777.04328,4681.623607999988,100.0,100.0,0.1,0.0,screen-7968d4d0920a1d7b-r2.csv.gz,1789406366.1514792,1789406375.2550416,2064,0,2000,3595.651,3783.0521565,72.81390311430235,5370.439,3681.10613,3713.5628500000003,3752.2844999999998,3778.9975,3805.94425,3833.4422,3850.1879999999996,3911.13872,4681.698601999988,100.0,100.0,0.1,0.0
use1-az6,bad,tcp,1500,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-0ac9868aaf035763-r2,3,leader,screen,2,3878560635073853441,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-0ac9868aaf035763-r2.csv', '3878560635073853441', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,810.46,864.1938654999999,30.81672664295171,1001.759,813.80398,815.7604,825.96225,877.8095,881.215,886.611,894.10855,944.06325,955.1524269999995,0.05,0.0,0.0,0.0,screen-0ac9868aaf035763-r2.csv.gz,1789406378.1043575,1789406380.4956186,2064,0,2000,1045.944,1062.777821,16.732521437427145,1169.602,1048.9573400000002,1050.4243999999999,1053.54075,1056.626,1061.45925,1098.5765000000001,1104.05045,1111.76259,1144.653292,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-ea876e1a198c23f6-r2,3,leader,screen,2,9686969461166485225,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-ea876e1a198c23f6-r2.csv', '9686969461166485225', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,872.118,885.7935925,8.064834418662528,994.401,876.23038,878.1214,881.03725,883.969,888.24425,893.55,898.4010000000001,920.1996800000001,941.9583469999998,0.0,0.0,0.0,0.0,screen-ea876e1a198c23f6-r2.csv.gz,1789406380.7905865,1789406383.1877167,2064,0,2000,1066.2,1079.654802,10.013660503172453,1230.382,1068.62594,1070.2785,1074.10675,1077.5704999999998,1082.4485,1088.2602,1093.08815,1121.5017899999998,1163.366468,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-feb20b67f08bd3f9-r2,3,leader,screen,2,3631061955173999297,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-feb20b67f08bd3f9-r2.csv', '3631061955173999297', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,769.706,777.3620485,13.947312195586207,1230.135,771.13654,772.2235000000001,774.0995,775.4594999999999,777.233,780.4397,784.0355,815.48856,899.843528,0.05,0.0,0.0,0.0,screen-feb20b67f08bd3f9-r2.csv.gz,1789406387.0788074,1789406389.0907373,2064,0,2000,885.282,896.0909205,10.360333885458507,1230.88,888.02343,889.80515,892.62275,894.8465,897.30975,900.4656000000001,903.9226,924.6834,968.2288109999993,0.1,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-30a658e2e934e667-r2,3,leader,screen,2,12340387817550261433,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-30a658e2e934e667-r2.csv', '12340387817550261433', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,903.593,1049.6783195,70.6463846584057,1251.866,908.68615,940.9583500000001,972.7255,1093.013,1104.761,1111.0065,1128.67,1138.0054100000002,1142.548834,66.4,0.0,0.0,0.0,screen-30a658e2e934e667-r2.csv.gz,1789406395.0055761,1789406398.150572,2064,0,2000,1263.203,1350.6791375,34.5052767328505,1506.698,1266.70784,1272.665,1348.64275,1360.246,1369.54475,1379.2443,1393.6402999999998,1403.0558600000002,1496.122229,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,65536,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-54e0c00d29e07666-r2,3,leader,screen,2,7035367081933792246,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-54e0c00d29e07666-r2.csv', '7035367081933792246', '8973', '2000']",/dev/nvme3n1,64,2064,2,8,947.095,1014.3324105,70.41489554094353,3780.466,952.46178,957.69265,1005.84375,1014.5295,1024.7482499999999,1047.8613,1057.3598,1117.70196,1239.034283,78.4,0.05,0.0,0.0,screen-54e0c00d29e07666-r2.csv.gz,1789406398.5715532,1789406401.457963,2064,64,2000,1155.87,1238.976768,222.17664933165946,6706.537,1165.2354400000002,1171.7354500000001,1219.2385,1229.0185000000001,1239.46,1260.194,1269.32805,1287.69147,4561.168380999958,100.0,0.45,0.1,0.0
use1-az6,bad,udp,9001,8192,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-82bc6cca37cdef2c-r2,3,leader,screen,2,12708826360458083569,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-82bc6cca37cdef2c-r2.csv', '12708826360458083569', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,799.611,807.873234,11.771555303749969,940.889,801.41696,802.2975,803.719,805.071,806.9925000000001,811.6242,822.7529,872.83894,902.4281989999995,0.0,0.0,0.0,0.0,screen-82bc6cca37cdef2c-r2.csv.gz,1789406402.8431413,1789406404.8885946,2064,0,2000,891.1,899.47117,16.50038378047917,1479.459,892.22176,893.33785,895.19425,896.7284999999999,898.966,903.9213,912.10925,949.25046,1008.3381789999997,0.15,0.0,0.0,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-491b09b4142972ba-r2,3,leader,screen,2,11291445146718927987,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-491b09b4142972ba-r2.csv', '11291445146718927987', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,2918.989,3525.5504145,125.12823885857536,7575.111,3328.91586,3412.89265,3481.1495,3520.1555,3563.912,3604.6989,3639.0890000000004,3731.79655,4178.295552999974,100.0,100.0,0.1,0.0,screen-491b09b4142972ba-r2.csv.gz,1789406419.309731,1789406428.357404,2064,0,2000,3634.494,3780.9946685,126.13544248758795,7575.179,3680.20248,3711.3453,3747.6005,3774.634,3799.98075,3824.7545,3843.7458500000002,3910.9635200000002,5290.773353999977,100.0,100.0,0.25,0.0
use1-az6,bad,udp,9001,65536,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-934dc8528b3f1f45-r2,3,leader,screen,2,12641601386939440027,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-934dc8528b3f1f45-r2.csv', '12641601386939440027', '8973', '2000']",/dev/nvme1n1,64,2064,2,8,1443.933,1810.272651,337.4269526200881,4838.72,1486.7026,1523.7747,1579.7737499999998,1642.0655,2198.8934999999997,2330.3384,2404.9255,2502.29419,3806.549793999984,100.0,27.3,0.0,0.0,screen-934dc8528b3f1f45-r2.csv.gz,1789406448.1122577,1789406455.296096,2064,4352,2000,2185.247,2357.5078325,114.42121572852407,4838.76,2249.07285,2273.6610499999997,2303.05525,2332.6125,2373.5095,2470.063,2555.61555,2613.5548400000002,3806.6117719999847,100.0,100.0,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-b6411bae26e060d0-r2,3,leader,screen,2,1568662795029979755,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-b6411bae26e060d0-r2.csv', '1568662795029979755', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,3207.434,3521.3524005,125.8972506848148,5920.598,3345.6332899999998,3393.53285,3463.33475,3510.9804999999997,3565.71025,3612.3602,3658.0461,3782.7672399999997,5759.398449999999,100.0,100.0,0.15,0.0,screen-b6411bae26e060d0-r2.csv.gz,1789406460.3677497,1789406469.7730172,2064,4001,2000,3753.342,3938.1382355,98.15746897545311,5987.745,3823.34245,3865.1594,3906.3987500000003,3933.368,3959.5694999999996,3987.982,4006.9805,4052.37984,5784.015778999997,100.0,100.0,0.2,0.0
use1-az6,bad,udp,9001,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-f2e53f9a8da0d049-r2,3,leader,screen,2,2558511268782125675,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-f2e53f9a8da0d049-r2.csv', '2558511268782125675', '1472', '2000']",/dev/nvme3n1,64,2064,2,3,790.362,801.1970535,14.934276946495862,975.939,792.03794,793.3484000000001,795.961,798.4715,801.7165,805.6739,810.1604,885.24851,949.0600439999995,0.0,0.0,0.0,0.0,screen-f2e53f9a8da0d049-r2.csv.gz,1789406472.0313165,1789406474.4772024,2064,0,2000,1033.689,1094.5563805,50.972912657241004,1317.396,1036.6769,1038.70195,1046.82375,1099.925,1103.3445,1163.9522,1171.6257,1298.51387,1308.2663679999998,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-e8498ff8c9d61b0f-r2,3,leader,screen,2,6591687603489607917,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-e8498ff8c9d61b0f-r2.csv', '6591687603489607917', '1472', '2000']",/dev/nvme3n1,64,2064,2,6,809.044,858.771037,25.583664380569704,948.537,810.9892600000001,812.84775,864.8045,869.3895,872.00025,875.2985,880.1164,908.86893,939.6095599999998,0.0,0.0,0.0,0.0,screen-e8498ff8c9d61b0f-r2.csv.gz,1789406475.7639432,1789406478.188799,2064,0,2000,1028.33,1079.8997885,25.019726343242997,1150.594,1032.4903,1034.52875,1061.371,1091.1675,1094.26925,1098.2741999999998,1102.2038,1120.36043,1145.1793830000001,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,nvme,direct-dsync,raw,none,False,screen-26a45d05ea004309-r2,3,leader,screen,2,18209419256861268483,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/dev/nvme3n1', 'direct-dsync', 'raw', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-26a45d05ea004309-r2.csv', '18209419256861268483', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,879.877,943.588367,29.405382803260885,1012.482,883.22358,887.0483,938.413,945.7355,965.80525,972.8523,984.03795,999.95142,1006.4627979999999,1.0,0.0,0.0,0.0,screen-26a45d05ea004309-r2.csv.gz,1789406484.7264304,1789406487.274586,2064,0,2000,970.36,1044.9320834999999,34.16287292760267,1206.445,976.51041,996.5962999999999,1024.04425,1029.8400000000001,1056.087,1096.761,1115.8260500000001,1130.31701,1144.1385139999998,94.8,0.0,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-8de65193598d0325-r2,3,leader,screen,2,9863281541914451758,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-8de65193598d0325-r2.csv', '9863281541914451758', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,803.413,810.8193185,7.656721624432859,893.385,804.82161,805.9567,807.82225,809.1955,811.1875,814.4335000000001,819.1661,842.18571,883.630264,0.0,0.0,0.0,0.0,screen-8de65193598d0325-r2.csv.gz,1789406491.0206735,1789406493.0262232,2064,0,2000,887.953,895.523193,8.564767345045107,1181.583,890.0819299999999,891.0442499999999,892.84875,894.2565,896.1152500000001,898.8574,902.3062,920.6050899999999,951.1643489999992,0.05,0.0,0.0,0.0
use1-az6,bad,tcp,1500,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-4cd877a33b2a56c8-r2,3,leader,screen,2,15598440806304871746,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-4cd877a33b2a56c8-r2.csv', '15598440806304871746', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,803.937,827.8851755000001,39.85349377855974,2352.832,807.7004000000001,809.8426499999999,813.7405,822.1205,828.3232499999999,868.0447,876.8215,886.65121,966.8942779999995,0.05,0.05,0.0,0.0,screen-4cd877a33b2a56c8-r2.csv.gz,1789406494.3837926,1789406496.7075217,2064,0,2000,1030.448,1044.5484955,35.73025779315032,2353.298,1031.59612,1032.43765,1034.23975,1035.9985000000001,1040.5072499999999,1087.1193,1090.4034,1104.30684,1126.9061279999937,100.0,0.05,0.0,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-66dd28615f14abbc-r2,3,leader,screen,2,8555361517980656942,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-66dd28615f14abbc-r2.csv', '8555361517980656942', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,831.778,844.0980375,7.719534728796404,920.844,836.62785,838.07595,840.7607499999999,842.8245,845.29975,848.346,851.33435,885.4836200000001,915.41832,0.0,0.0,0.0,0.0,screen-66dd28615f14abbc-r2.csv.gz,1789406496.9770336,1789406499.3540301,2064,0,2000,1056.821,1067.002625,24.120431654478633,2014.145,1058.91353,1060.5777,1063.39775,1065.2665000000002,1067.56675,1070.8339999999998,1074.6635,1094.31621,1132.7583559999912,100.0,0.05,0.0,0.0
use1-az6,bad,tcp,1500,65536,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-c919b4e5aa5fe5eb-r2,3,leader,screen,2,17737965516871813429,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-c919b4e5aa5fe5eb-r2.csv', '17737965516871813429', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,3686.349,4166.1899455,194.26411727322812,8988.052,3959.04522,4030.2338499999996,4103.214749999999,4156.619500000001,4207.78025,4266.226900000001,4297.8408500000005,4379.19082,7243.721530999987,100.0,100.0,0.3,0.0,screen-c919b4e5aa5fe5eb-r2.csv.gz,1789406499.6416318,1789406510.787387,2064,0,2000,4244.756,4441.429156499999,192.07480006427707,8988.124,4311.56403,4346.0097,4396.519249999999,4430.0985,4464.8415,4501.2811,4520.87765,4570.26979,7781.473157999983,100.0,100.0,0.35,0.0
use1-az6,bad,udp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-017c043cd3c3d1a8-r2,3,leader,screen,2,6763745749573911264,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-017c043cd3c3d1a8-r2.csv', '6763745749573911264', '8973', '2000']",/dev/nvme2n1,64,2064,2,8,1243.432,1417.106878,79.12214154893759,1689.958,1270.86042,1294.58195,1352.66975,1419.911,1475.40525,1517.6375,1548.02095,1596.10229,1662.1156719999994,100.0,0.0,0.0,0.0,screen-017c043cd3c3d1a8-r2.csv.gz,1789406512.8387513,1789406517.2020955,2064,0,2000,1442.135,1564.4661445,72.37618229804346,2636.743,1461.72217,1479.64975,1516.61075,1551.0120000000002,1596.95775,1652.9716,1690.49225,1796.16048,1918.7972929999996,100.0,0.05,0.0,0.0
use1-az6,bad,udp,9001,65536,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-d1f518a5d8dbb32e-r2,3,leader,screen,2,6048456286931503555,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-d1f518a5d8dbb32e-r2.csv', '6048456286931503555', '1472', '2000']",/dev/nvme3n1,64,2064,2,46,883.728,995.975169,40.227214552407666,1168.914,926.03832,929.89685,991.2065,996.4175,1007.0555,1032.2319,1091.9631,1123.61157,1151.1936729999998,36.15,0.0,0.0,0.0,screen-d1f518a5d8dbb32e-r2.csv.gz,1789406519.3937776,1789406522.0728872,2064,0,2000,1032.859,1119.1468465,34.036686370678595,1355.416,1042.24395,1088.9973,1094.51225,1104.1185,1141.937,1163.4257,1182.3229,1208.87214,1249.955552,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-eb946c3547388bb2-r2,3,leader,screen,2,2191303177742556118,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-eb946c3547388bb2-r2.csv', '2191303177742556118', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,854.222,870.8249834999999,14.638691582420464,1017.873,857.1712,859.7911,864.14875,868.3435,873.7845,879.6709999999999,885.74625,914.8063199999999,1009.4397229999998,0.45,0.0,0.0,0.0,screen-eb946c3547388bb2-r2.csv.gz,1789406553.0359163,1789406555.522232,2064,0,2000,1107.81,1121.961812,15.192307357069103,1701.642,1110.56667,1112.4359,1116.47325,1120.315,1125.05875,1130.2151,1135.57825,1150.67098,1186.2198419999997,100.0,0.0,0.0,0.0
