stage,placement,transport,mtu,bytes,packet_bytes,retry_us,device,method,layout,filesystem,surviving_only,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,below_1ms_pct,retried_packets,all_samples,all_min_us,all_mean_us,all_stddev_us,all_max_us,all_p01_us,all_p05_us,all_p25_us,all_p50_us,all_p75_us,all_p90_us,all_p95_us,all_p99_us,all_p999_us,all_over_1000us_pct,all_over_2000us_pct,all_over_5000us_pct,all_over_10000us_pct,local_samples,local_min_us,local_mean_us,local_stddev_us,local_max_us,local_p01_us,local_p05_us,local_p25_us,local_p50_us,local_p75_us,local_p90_us,local_p95_us,local_p99_us,local_p999_us,local_over_1000us_pct,local_over_2000us_pct,local_over_5000us_pct,local_over_10000us_pct,remote1_samples,remote1_min_us,remote1_mean_us,remote1_stddev_us,remote1_max_us,remote1_p01_us,remote1_p05_us,remote1_p25_us,remote1_p50_us,remote1_p75_us,remote1_p90_us,remote1_p95_us,remote1_p99_us,remote1_p999_us,remote1_over_1000us_pct,remote1_over_2000us_pct,remote1_over_5000us_pct,remote1_over_10000us_pct,remote2_samples,remote2_min_us,remote2_mean_us,remote2_stddev_us,remote2_max_us,remote2_p01_us,remote2_p05_us,remote2_p25_us,remote2_p50_us,remote2_p75_us,remote2_p90_us,remote2_p95_us,remote2_p99_us,remote2_p999_us,remote2_over_1000us_pct,remote2_over_2000us_pct,remote2_over_5000us_pct,remote2_over_10000us_pct,p50_repeat_min_us,p50_repeat_max_us,p90_repeat_min_us,p90_repeat_max_us,p99_repeat_min_us,p99_repeat_max_us,p999_repeat_min_us,p999_repeat_max_us
screen,bad,udp,9001,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,790.362,832.9017441666666,29.51810287482439,1000.602,792.87576,794.848,801.7175,838.2115,857.0952500000001,871.9133,875.058,885.86912,947.1558830000004,0.016666666666666666,0.0,0.0,0.0,99.98333333333333,0,6000,1033.689,1189.9243356666668,92.84533411928317,1503.141,1037.7653400000002,1042.56875,1103.3515,1198.38,1245.386,1259.9986000000001,1439.9577000000002,1447.88398,1461.5248210000007,100.0,0.0,0.0,0.0,6000,17.973,23.537776833333332,7.959381801435962,281.255,18.897,19.2789,20.0335,20.967,25.860500000000002,28.7204,30.14045,51.75084000000002,90.55475800000036,0.0,0.0,0.0,0.0,6000,12.48,15.982980833333333,9.112274342032617,192.174,13.427990000000001,13.70895,14.295,14.779499999999999,15.45125,16.9571,18.4772,33.62909000000065,146.244108,0.0,0.0,0.0,0.0,6000,12.347,15.235788333333332,3.6701096121501906,84.844,13.38499,13.71595,14.31175,14.755,15.28725,16.2001,17.72645,20.973270000000007,72.32591700000039,0.0,0.0,0.0,0.0,798.4715,868.9259999999999,805.6739,875.931,880.69562,890.4429299999999,909.6461889999983,949.0600439999995
screen,bad,udp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,6000,3064.534,3528.454474,110.62314534197168,6385.072,3347.6989799999997,3410.1017500000003,3480.08075,3525.59,3571.27875,3609.3571,3633.6576999999997,3718.00598,5074.658592000114,100.0,100.0,0.11666666666666667,0.0,0.0,11961,6000,3473.869,3758.2277503333335,163.09857423582832,6385.143,3562.54485,3592.2498499999997,3642.6679999999997,3697.3355,3907.7972499999996,3955.0267,3977.60315,4029.24966,5783.888382000002,100.0,100.0,0.16666666666666666,0.0,6000,1863.539,2700.6206623333333,235.94905459304906,6385.072,2017.30456,2277.7317000000003,2623.5805,2705.5485,2789.4265,2884.4719,2968.72515,3283.5169100000007,5074.658592000114,100.0,99.3,0.11666666666666667,0.0,6000,2280.451,2733.1997146666668,86.49688504454896,5195.766,2562.7399699999996,2621.0009499999996,2685.6875,2729.214,2776.08925,2822.1183,2851.1632,2928.04899,3152.906811000007,100.0,100.0,0.03333333333333333,0.0,6000,2561.295,2737.1834188333332,50.125657379660154,4778.985,2631.57565,2669.86955,2709.3855,2736.7045,2763.014,2787.9872,2805.4397,2839.92839,2909.5817830000005,100.0,100.0,0.0,0.0,3510.9804999999997,3546.3445,3602.469,3614.5416999999998,3668.19501,3782.7672399999997,4323.078772999983,5759.398449999999
screen,bad,udp,9001,4096,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,6000,1239.633,1656.3651538333334,54.84270881700838,2861.411,1496.43942,1593.2381,1632.3247500000002,1654.4434999999999,1680.05725,1710.8636000000001,1728.31925,1778.11894,2052.3314260000047,100.0,0.16666666666666666,0.0,0.0,0.0,6,6000,1772.01,1988.5099695,85.45353634043417,3983.423,1839.3404,1855.7608,1906.809,2017.382,2046.71025,2071.8486000000003,2082.7943499999997,2100.13279,2455.0895170000003,100.0,60.916666666666664,0.0,0.0,6000,581.157,798.7526195,117.90162900137153,2861.411,617.79038,650.3919000000001,717.4100000000001,791.2365,866.5717500000001,920.6995000000001,958.7504,1103.9088600000002,1844.8048200000196,2.6666666666666665,0.08333333333333333,0.0,0.0,6000,456.742,873.8710903333334,56.96905176511343,2100.364,712.4478300000001,812.3248500000001,850.3225,872.129,896.60725,927.6922000000001,943.81245,991.0956800000001,1158.0281990000738,0.6666666666666666,0.05,0.0,0.0,6000,758.247,876.4649459999999,28.09145183367028,1136.834,815.6018700000001,835.19905,855.52275,874.914,897.85025,913.41,921.25735,933.1328599999999,970.5432260000013,0.05,0.0,0.0,0.0,1649.5135,1661.098,1708.1932,1714.5281000000002,1772.93607,1787.0507400000001,1928.0874809999875,2052.3314259999993
screen,bad,udp,9001,4096,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,6000,1024.586,1156.7847125,56.673898872563115,1504.17,1058.0725,1079.9274500000001,1115.88475,1148.503,1188.79425,1233.0175000000002,1261.2439,1320.49289,1420.3976670000018,100.0,0.0,0.0,0.0,0.0,0,6000,1224.739,1372.7794586666666,94.32714948953787,2348.102,1247.38737,1263.3331,1296.3335000000002,1340.6825,1447.0825,1499.0683000000001,1533.2036,1633.5098200000002,1822.3909620000004,100.0,0.016666666666666666,0.0,0.0,6000,215.638,279.198691,45.053146607381215,435.445,225.43855,234.0581,249.6285,262.83950000000004,284.9375,364.9337,374.87170000000003,386.85701000000006,395.77224200000006,0.0,0.0,0.0,0.0,6000,268.896,373.60827150000006,59.861364040228715,1531.086,288.5176,305.22375,333.82225,362.5065,399.389,443.671,474.2131,591.5574600000003,751.2124520000016,0.016666666666666666,0.0,0.0,0.0,6000,217.081,302.96847816666667,51.15525589528597,814.269,233.34870999999998,246.0436,269.042,291.66700000000003,324.99924999999996,361.95790000000005,394.06980000000004,490.3911400000008,668.6524870000002,0.0,0.0,0.0,0.0,1121.408,1176.69,1205.1481,1257.8263,1294.44835,1338.3382000000001,1350.4391799999996,1485.669078
screen,bad,udp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,6000,841.383,870.6394674999999,14.797283421164748,1217.682,845.70399,852.2126000000001,859.906,866.8824999999999,881.79325,887.9153,892.4061999999999,910.36882,938.3885640000008,0.016666666666666666,0.0,0.0,0.0,99.98333333333333,0,6000,1064.846,1138.626358,79.75146512951034,1390.311,1068.6398800000002,1071.2148499999998,1078.56975,1086.9485,1245.05825,1251.0404,1256.2157000000002,1268.34117,1312.3908900000004,100.0,0.0,0.0,0.0,6000,65.261,80.454472,11.376980500813152,327.15,68.55482,69.90384999999999,75.936,80.08449999999999,82.88125,87.30520000000001,90.81625,102.81591000000002,235.15175300000138,0.0,0.0,0.0,0.0,6000,62.817,74.373593,8.681399383452973,188.568,64.47295,65.53495,67.89,71.888,79.456,84.3913,88.8299,100.38241000000001,135.8993130000011,0.0,0.0,0.0,0.0,6000,62.54,74.23941433333333,7.736128994442971,202.463,64.08391,65.43765,69.22449999999999,72.5605,78.169,82.84779999999999,86.18160000000002,97.82855000000004,136.66209000000023,0.0,0.0,0.0,0.0,861.0655,883.969,871.9686,893.55,894.82364,920.1996800000001,924.169007,941.9583469999998
screen,bad,udp,9001,4096,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,769.706,803.6698173333333,26.30973597081442,1725.953,771.84981,773.3648000000001,777.2370000000001,802.2775,826.76625,829.8482,832.0693,846.6614800000001,894.9226130000004,0.05,0.0,0.0,0.0,99.95,0,6000,885.282,1001.4088183333333,135.44755834361627,1726.737,889.08495,891.354,897.31125,914.5765,1188.24825,1192.1803,1194.6883,1205.2050299999999,1250.7366940000009,33.43333333333333,0.0,0.0,0.0,6000,15.402,19.755998166666668,4.241422010697589,85.263,16.30699,16.687949999999997,17.45375,18.334,22.017,23.2492,23.934050000000003,28.405440000000052,75.13591800000019,0.0,0.0,0.0,0.0,6000,12.767,15.425452833333335,6.365714853424448,238.867,13.312890000000001,13.6739,14.279,14.77,15.298,16.155,17.832750000000004,24.09582000000006,124.11050600000132,0.0,0.0,0.0,0.0,6000,12.609,16.5228165,3.781550772610061,80.806,13.508980000000001,13.97395,14.79875,15.941500000000001,17.65925,18.7381,19.316,23.549270000000007,72.7549860000002,0.0,0.0,0.0,0.0,775.4594999999999,828.2025,780.4397,832.8536,815.48856,854.6487999999999,869.5751259999998,899.843528
screen,bad,udp,9001,4096,8973,2000,nvme,direct-dsync,raw,none,False,6000,763.889,792.7246165,18.519861357834937,953.14,765.17396,766.21095,769.6915,800.947,805.05825,807.5552,809.74955,827.5427800000001,930.651035,0.0,0.0,0.0,0.0,100.0,0,6000,900.149,1043.7384124999999,112.97607982364089,1228.833,902.0839199999999,903.2189000000001,907.0115,1041.3865,1180.48775,1183.1726,1184.9622,1192.7982,1208.0716360000001,66.68333333333334,0.0,0.0,0.0,6000,14.157,17.82714933333333,8.902828784120597,205.43,14.49599,14.84795,15.5395,16.3185,18.591250000000002,19.700400000000002,20.469500000000004,36.75743000000045,135.25330100000048,0.0,0.0,0.0,0.0,6000,11.322,13.72984,1.6494300128832384,34.756,11.60996,11.97795,12.619,13.226,14.78,15.674,16.144,17.807790000000015,27.42802600000041,0.0,0.0,0.0,0.0,6000,11.312,13.592637999999999,1.9140738542759177,103.795,11.60699,11.9909,12.63,13.2085,14.327,15.358,15.81505,17.26704,29.39589100000018,0.0,0.0,0.0,0.0,768.0635,805.646,772.3025,809.7105,789.7482799999999,840.84374,799.5919659999998,932.024058
screen,bad,udp,9001,4096,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,6000,803.413,824.7613221666667,13.270784233962035,940.775,805.50096,807.062,811.1885,823.9515,835.85475,839.7696,842.14405,862.2329800000001,890.5449020000004,0.0,0.0,0.0,0.0,100.0,0,6000,887.953,990.4152031666666,67.91408633077448,1181.583,890.7479900000001,892.181,896.1157499999999,1030.2225,1040.6795000000002,1043.6359,1046.39335,1095.53103,1105.088113,66.68333333333334,0.0,0.0,0.0,6000,17.756,23.180153,9.602692468864708,260.004,18.533,18.97695,19.745,20.5965,25.033250000000002,27.2902,28.45625,65.32292000000005,128.65604700000287,0.0,0.0,0.0,0.0,6000,15.341,18.853730166666665,5.981618682515904,370.735,16.00198,16.375,17.088749999999997,17.7445,19.807000000000002,21.9981,22.7471,27.851160000000004,75.27958300000012,0.0,0.0,0.0,0.0,6000,14.829,18.6908675,3.8918856004012268,77.694,15.892980000000001,16.28595,17.014,17.666,19.21425,22.1561,22.94545,27.589580000000012,72.13992700000018,0.0,0.0,0.0,0.0,809.1955,837.579,814.4335000000001,842.7997,842.18571,868.41298,883.630264,892.450074
screen,bad,udp,9001,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,809.044,871.8103,27.17548183073608,998.592,812.09599,815.936,856.972,885.7860000000001,891.25025,894.6762,898.6095,920.7064300000001,948.5381400000002,0.0,0.0,0.0,0.0,100.0,0,6000,1028.33,1094.8859865,30.12226804832793,1614.515,1033.73481,1037.7733999999998,1087.4575,1106.951,1111.974,1117.1886000000002,1124.485,1178.05482,1190.927106000001,100.0,0.0,0.0,0.0,6000,23.48,28.217178,6.097244026277993,134.016,24.549,25.12795,25.94575,26.688499999999998,27.7575,32.2614,37.269149999999996,55.03004,84.62416600000024,0.0,0.0,0.0,0.0,6000,13.677,16.696162333333334,5.02639507884606,93.721,14.67295,15.071,15.605,16.061,16.57625,17.1852,18.202150000000003,30.343520000000208,79.02315600000024,0.0,0.0,0.0,0.0,6000,13.434,16.520703333333334,4.969050318621144,78.528,14.47196,14.82695,15.434,15.8885,16.40325,17.0271,17.96705,30.55555000000023,76.27364500000013,0.0,0.0,0.0,0.0,869.3895,889.9870000000001,875.2985,896.0142000000001,908.86893,921.8918199999999,939.6095599999998,974.9212359999999
screen,bad,udp,9001,8192,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,799.611,824.4920665000001,15.007722414746276,940.889,801.97396,803.1659500000001,806.9995,828.7465,833.1185,836.3491,840.55265,871.6651400000001,900.5878240000004,0.0,0.0,0.0,0.0,100.0,0,6000,891.1,998.3851464999999,70.88760050046156,1479.459,892.9746700000001,894.53395,898.966,1044.069,1047.1502500000001,1050.9171999999999,1055.2045,1078.4195499999998,1114.8196490000003,66.71666666666667,0.0,0.0,0.0,6000,17.9,21.56854166666667,7.604903337097535,221.104,18.70694,19.147,19.82175,20.393,21.15325,23.1071,25.719,42.17283000000015,95.37976100000321,0.0,0.0,0.0,0.0,6000,14.0,17.014361666666666,7.950314483603603,232.937,14.69,15.04395,15.55575,16.0235,16.575,17.486,19.336750000000002,39.34236000000045,126.90744700000356,0.0,0.0,0.0,0.0,6000,13.791,16.61907,4.703892192723667,112.721,14.540930000000001,14.952,15.50575,15.964500000000001,16.5,17.3162,18.73535,29.785970000000173,71.95415800000002,0.0,0.0,0.0,0.0,805.071,833.4455,811.6242,838.7268,866.49735,872.83894,891.146121,902.4281989999995
screen,bad,udp,9001,65536,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,867.25,971.3160305,40.44195092467189,1168.914,894.33592,924.97185,935.58475,963.6405,997.53175,1016.1238999999999,1033.926,1097.43,1143.4971930000006,21.25,0.0,0.0,0.0,78.75,0,6000,1032.859,1264.5459643333334,119.27559788770037,1681.537,1086.26089,1092.20075,1141.999,1266.28,1377.925,1403.9657,1443.2055,1468.25597,1509.8344400000005,100.0,0.0,0.0,0.0,6000,95.607,112.99213683333333,15.21829078739714,181.277,98.88866,100.2469,101.7935,105.0315,119.15350000000001,139.3205,145.52810000000002,158.19644000000002,174.19400499999998,0.0,0.0,0.0,0.0,6000,27.74,34.042079333333334,10.423800339017733,97.873,28.698990000000002,29.143,29.95,30.744,32.34675,39.70520000000003,66.80260000000001,78.18526000000003,87.59171100000015,0.0,0.0,0.0,0.0,6000,27.243,34.719946166666666,11.741178860060659,243.163,28.62893,29.155,30.11075,31.128500000000003,33.30225,40.278,69.14615,83.96140000000003,95.96326400000027,0.0,0.0,0.0,0.0,931.8595,996.4175,994.5059,1032.2319,1028.3733499999998,1123.61157,1068.509009,1151.1936729999998
screen,bad,udp,9001,65536,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,6000,3199.766,4144.471044666667,136.6439531583524,7824.679,3888.31494,3996.4845,4082.89175,4141.8265,4204.50825,4256.6203,4287.19945,4372.9893,5754.618284,100.0,100.0,0.2,0.0,0.0,116160,6000,4082.787,4418.2854545,210.89764310152512,12469.853,4176.88862,4226.4969,4324.31725,4409.9490000000005,4499.63275,4556.923,4587.51395,4654.31,7824.773728000009,100.0,100.0,0.4,0.016666666666666666,6000,2352.947,3292.8758083333337,218.83154033821754,7824.679,2862.7130899999997,3054.24635,3193.518,3273.173,3362.4390000000003,3478.3171,3567.08,3905.3388300000033,5754.618284,100.0,100.0,0.2,0.0,6000,2216.36,3266.949405833333,192.6778579590585,11652.345,3033.08282,3144.4131,3214.913,3260.4795,3308.9227499999997,3359.0901,3390.2986,3485.74986,5331.113313000346,100.0,100.0,0.11666666666666667,0.016666666666666666,6000,3099.605,3270.282482,48.507868440882966,4208.658,3163.13004,3201.3493999999996,3238.9049999999997,3266.123,3299.93925,3330.1953000000003,3349.6542,3396.73014,3451.887957000002,100.0,100.0,0.0,0.0,4086.608,4191.585,4184.072700000001,4273.2236,4320.836109999999,4400.59879,4596.78299,6122.388759999987
screen,bad,udp,9001,65536,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,6000,1422.01,1874.9065491666668,338.6015058460829,4838.72,1478.2169900000001,1519.9368000000002,1586.9395,1672.9940000000001,2257.2435,2309.7234,2340.3053,2458.64472,2551.4909220000022,100.0,39.31666666666667,0.0,0.0,0.0,18864,6000,2185.247,2448.2937163333336,99.88782868666165,4838.76,2266.34385,2290.4787499999998,2373.2839999999997,2472.9395,2507.1220000000003,2535.2896,2554.70595,2600.6936400000004,2870.2285520000564,100.0,100.0,0.0,0.0,6000,753.752,965.1900815,138.91638958141522,4838.72,796.48869,827.09895,888.2447500000001,944.807,1017.46225,1094.3446000000001,1153.97625,1316.62794,2183.4172330000065,29.95,0.13333333333333333,0.0,0.0,6000,581.864,1001.2774919999999,323.47358235076985,1641.328,638.26553,664.09335,718.79025,804.9929999999999,1382.82175,1422.8151,1445.17285,1486.02297,1535.6563080000008,39.766666666666666,0.0,0.0,0.0,6000,1259.382,1399.1016466666667,36.363509705978906,2831.748,1332.8632200000002,1355.9268,1380.89275,1397.665,1414.7425,1432.7113,1447.13535,1469.0813500000002,1591.468079000005,100.0,0.03333333333333333,0.0,0.0,1642.0655,1829.475,2281.7423,2330.3384,2354.92086,2502.29419,2405.4998789999995,3806.549793999984
screen,bad,udp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,6000,1223.872,1394.3871345,74.13716206233153,1689.958,1256.00334,1283.90495,1338.63725,1388.101,1447.08075,1494.8475,1521.176,1579.03033,1631.465902000001,100.0,0.0,0.0,0.0,0.0,0,6000,1408.445,1547.3379733333334,69.26154238358606,2636.743,1438.20746,1463.2223999999999,1501.9344999999998,1534.4995,1579.54275,1628.5300000000002,1670.36285,1775.6172100000003,1918.7972930000044,100.0,0.05,0.0,0.0,6000,367.255,487.1892145,45.26760510369223,604.649,384.34316,396.541,468.99375000000003,501.977,517.0865,530.6293,538.7227,566.10735,586.3017370000002,0.0,0.0,0.0,0.0,6000,406.875,530.3988793333333,68.15962270680328,1587.216,430.72612999999996,452.11615,485.28425000000004,514.1020000000001,555.8742500000001,625.2601999999999,658.26045,749.9535300000003,910.018735000001,0.016666666666666666,0.0,0.0,0.0,6000,347.508,451.8101241666667,58.44518344623803,1565.425,371.33225,388.14660000000003,414.83725000000004,439.0195,472.374,521.7402999999999,554.3293000000001,662.2500900000001,799.4192810000008,0.016666666666666666,0.0,0.0,0.0,1335.493,1419.911,1443.3893,1517.6375,1545.5171,1596.10229,1599.9490099999998,1662.1156719999994
screen,bad,udp,9001,65536,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,6000,906.385,1041.7270489999999,84.84124518786406,3780.466,924.20563,933.53025,988.1485,1017.452,1143.0172499999999,1158.8568,1172.8431,1194.74894,1235.022011000001,66.6,0.016666666666666666,0.0,0.0,33.4,64,6000,1155.87,1255.6019725,130.63488660884482,6706.537,1169.23795,1185.3683,1230.3215,1252.4955,1273.8125,1287.693,1300.74845,1324.50266,3166.0295710001315,100.0,0.15,0.03333333333333333,0.0,6000,96.516,130.02468,30.663013285247533,1667.797,108.67518,112.6189,120.49875,130.05849999999998,135.98024999999998,142.3635,146.8485,158.95931000000004,217.8140620000002,0.05,0.0,0.0,0.0,6000,85.747,100.79310016666668,76.03845141893541,5776.145,87.67196,89.4896,94.41075000000001,97.778,102.73625,108.4936,112.89455000000001,127.59923000000002,309.44138600000235,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.0,6000,85.616,99.6140715,71.91485300275171,4939.884,87.42699,88.92985,92.87575000000001,96.911,101.8365,107.7518,111.89535,124.12594000000004,186.36882900000037,0.03333333333333333,0.03333333333333333,0.0,0.0,986.3365,1152.2415,1018.5927,1180.0174,1058.52507,1202.01278,1088.4047499999997,1239.034283
screen,bad,udp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,819.849,926.708711,70.93772172151766,1145.82,826.0705800000001,832.71565,882.887,910.2055,944.89525,1072.0477,1076.52515,1103.25107,1131.6900010000002,14.366666666666667,0.0,0.0,0.0,85.63333333333334,0,6000,922.148,1076.4086768333334,84.38877096702142,1639.877,930.0688700000001,934.40195,991.21425,1105.3715,1132.9270000000001,1164.5933,1186.74605,1231.71039,1266.3397260000002,74.36666666666666,0.0,0.0,0.0,6000,45.772,61.11594633333333,26.12323050418509,581.608,47.29698,48.08095,50.89775,54.0065,64.90899999999999,71.43480000000001,93.46505,126.03214000000013,383.54228200000296,0.0,0.0,0.0,0.0,6000,28.233,34.16545633333334,12.795129390778348,557.298,28.96291,29.373,30.167,30.8515,31.81425,39.81310000000003,69.65050000000001,79.64851,95.2840440000004,0.0,0.0,0.0,0.0,6000,27.637,32.99911166666667,8.91031620678323,89.241,28.55899,28.97085,29.688,30.309,31.17125,39.8761,62.37755000000001,68.82040000000003,82.46912500000002,0.0,0.0,0.0,0.0,885.8565,945.5815,922.0467,1083.095,970.22492,1118.29567,999.9872369999998,1136.136902
screen,bad,udp,9001,65536,8973,2000,nvme,direct-dsync,raw,none,False,6000,811.433,866.9502036666667,44.29559809554278,1251.247,815.87644,819.0007499999999,828.2710000000001,856.005,882.9359999999999,922.9346,976.9518,994.8470100000001,1005.885203,0.5166666666666667,0.0,0.0,0.0,99.48333333333333,0,6000,933.28,1116.9283093333333,127.74116541973584,2084.372,940.66161,944.06125,955.35825,1124.3595,1250.8895,1258.8731,1274.1287,1289.3134100000002,1331.048131000004,67.18333333333334,0.016666666666666666,0.0,0.0,6000,43.228,49.33055666666667,6.057564088293981,189.614,43.95899,44.43795,45.62375,47.285,51.44225,55.42270000000001,59.18905,66.99098000000002,112.2124530000005,0.0,0.0,0.0,0.0,6000,26.193,29.453960666666667,2.697618331501491,80.596,27.05486,27.487,28.224,28.848,29.621,30.6781,34.033400000000015,41.22424,45.57587100000018,0.0,0.0,0.0,0.0,6000,25.831,29.60322716666667,2.783130452247727,79.632,26.7709,27.2639,28.11175,28.9605,30.093,31.4992,33.96105000000003,41.255420000000015,45.64745700000009,0.0,0.0,0.0,0.0,822.9255,907.929,846.8710000000001,979.4164,858.18921,1001.40143,877.8223549999997,1007.854047
screen,bad,udp,9001,65536,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,6000,844.236,949.2351388333333,79.41821616914405,1264.239,848.4879800000001,852.96565,907.8087499999999,916.9839999999999,981.62375,1105.4785000000002,1110.907,1137.24033,1169.8602560000002,17.75,0.0,0.0,0.0,82.25,0,6000,1073.17,1129.4226156666666,43.27653106147667,1751.427,1078.83484,1081.04725,1097.07375,1115.7269999999999,1165.9005000000002,1180.8911,1202.7985,1243.24112,1285.444496,100.0,0.0,0.0,0.0,6000,49.268,63.84314416666667,13.000437249071636,152.653,50.29187,51.687200000000004,55.1135,57.733,70.76650000000001,76.60190000000001,88.3984,116.52294000000002,133.28211200000024,0.0,0.0,0.0,0.0,6000,30.638,36.553487833333335,12.916430209111647,676.771,31.399,31.893949999999997,32.73075,33.439,34.434,42.7141,68.91735,77.24659000000004,92.21935500000006,0.0,0.0,0.0,0.0,6000,30.45,36.13689233333333,10.074805370166771,153.507,31.123939999999997,31.63395,32.41375,33.1135,34.176,42.446400000000025,65.74485,79.63493000000003,93.81616200000043,0.0,0.0,0.0,0.0,909.2175,982.922,937.1507,1112.2494,973.01392,1150.2001799999998,988.2887959999978,1171.1395129999999
screen,good,tcp,1500,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,443.86,470.8595715,21.571092658506842,564.061,446.38188,448.4759,457.20750000000004,466.3215,473.5815,512.7622,522.9241000000001,534.30536,547.9220510000002,0.0,0.0,0.0,0.0,100.0,0,6000,485.218,527.8565331666666,44.26260895819669,915.449,487.42976,489.00485,498.372,518.2175,538.9965,573.4167,590.7415500000001,736.56511,788.1450920000008,0.0,0.0,0.0,0.0,6000,17.867,27.73531366666667,19.25353953874317,93.705,18.41197,18.802,19.544,20.186500000000002,21.58025,72.7016,81.94485,85.90731000000001,91.90518400000003,0.0,0.0,0.0,0.0,6000,14.328,24.148560500000002,18.535597897595313,97.743,15.21799,15.533700000000001,16.283,17.028,18.768250000000002,68.69420000000001,71.3782,80.84237,82.78631500000006,0.0,0.0,0.0,0.0,6000,13.767,24.819645333333334,20.597228826637778,102.5,14.77799,15.24,16.04,16.929000000000002,18.8665,72.1142,80.01600000000002,87.01654000000002,90.65637700000008,0.0,0.0,0.0,0.0,452.6965,472.3855,506.3371,522.2361000000001,528.6059899999999,537.67574,546.8500359999998,547.9327029999997
screen,good,tcp,1500,4096,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,6000,2689.416,3199.4439673333336,91.68646243859341,7866.057,3064.20185,3106.8843,3166.201,3200.9235,3234.08275,3260.9393999999998,3280.99255,3320.6891,3512.5051290000097,100.0,100.0,0.03333333333333333,0.0,0.0,0,6000,3112.745,3286.513531833333,133.62488949261407,7866.139,3160.9435900000003,3189.68135,3233.9272499999997,3270.4635,3318.958,3375.7877,3414.0304,3511.33786,4620.4599490002,100.0,100.0,0.1,0.0,6000,2123.609,2739.1248706666665,111.64968011679032,7866.057,2563.45449,2626.1354,2693.823,2734.8875,2777.1285000000003,2822.766,2856.1737,2940.35571,3502.111357000002,100.0,100.0,0.03333333333333333,0.0,6000,2547.631,2734.1257076666666,52.9400167810061,5092.044,2627.31627,2668.11255,2706.5417500000003,2733.743,2759.88025,2783.2482,2800.6615,2847.91615,2892.312753000007,100.0,100.0,0.016666666666666666,0.0,6000,1930.724,2738.914394,106.92428764659957,6363.34,2606.99743,2648.67785,2699.317,2733.629,2771.03875,2809.9845,2834.61705,2901.4438000000005,3648.6101630000717,100.0,99.98333333333333,0.05,0.0,3167.932,3232.4970000000003,3226.6877999999997,3286.0272,3267.83434,3344.92329,3336.832516999999,3699.0474869999866
screen,good,tcp,1500,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,414.072,526.9709816666667,73.83558793435812,1244.206,418.74582999999996,422.83164999999997,472.2625,521.5965,588.664,631.5233000000001,635.57355,716.9773900000001,773.5932620000009,0.016666666666666666,0.0,0.0,0.0,99.98333333333333,0,6000,473.187,569.9665433333333,61.4319737974978,1393.719,481.85886999999997,488.502,524.1769999999999,577.5615,616.2204999999999,635.5906,645.5765500000001,754.51009,782.905239,0.03333333333333333,0.0,0.0,0.0,6000,18.156,22.0196795,4.149927700709144,93.296,18.796960000000002,19.25695,20.08375,20.82,23.1315,26.068,27.0911,31.02812,78.87630800000007,0.0,0.0,0.0,0.0,6000,12.237,15.169168666666668,3.937760993409608,84.726,13.02593,13.43995,14.109,14.642,15.258,16.3381,17.82645,21.761110000000002,73.56410200000023,0.0,0.0,0.0,0.0,6000,11.916,14.568868499999999,2.9121737893781483,74.345,12.73796,13.12495,13.71775,14.168,14.695,15.446200000000001,16.82555,21.555280000000028,61.44502700000021,0.0,0.0,0.0,0.0,435.7185,583.9745,485.2533,638.7212,533.60545,762.85858,538.897191,782.721231
