scenario,policy,topology,mode,samples,source,size_bytes,chunk_bytes,mtu,rate_per_s,deadline_us,complete,deadline_pct,usd_per_object,usd_per_GiB,wire_amplification,retries,repairs,duplicates,drops,rejected,peak_active,reserved_payload_bytes,rewrites,delivery_p50_us,delivery_p90_us,delivery_p99_us,delivery_p99.9_us,control_p50_us,control_p90_us,control_p99_us,control_p99.9_us,confirmed_p50_us,confirmed_p90_us,confirmed_p99_us,confirmed_p99.9_us,first_p50_us,first_p90_us,first_p99_us,first_p99.9_us,remote_p50_us,remote_p90_us,remote_p99_us,remote_p99.9_us,max_depth,total_depth
regional-slow-root,direct,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,0.0,0.00014127360000000327,0.14466416640000335,8.98193359375,0,0,0,0,0,32,301989888,0,678393.1483685344,774686.4934417731,787789.4733650389,788678.8065520189,356.46824378168094,490.2130350652442,524.5419782613113,534.3292152369856,678573.7345761391,774867.9306888715,787968.9506425299,788857.919189552,31267.173964401023,56640.75681847011,60511.586641915215,62793.242133273576,678188.0261182822,774585.8702563115,787620.5957835831,788520.6480939647,1,8
regional-slow-root,shortest,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,0.0,0.00014127360000000327,0.14466416640000335,8.98193359375,0,0,0,0,0,32,301989888,0,678393.1483685344,774686.4934417731,787789.4733650389,788678.8065520189,356.46824378168094,490.2130350652442,524.5419782613113,534.3292152369856,678573.7345761391,774867.9306888715,787968.9506425299,788857.919189552,31267.173964401023,56640.75681847011,60511.586641915215,62793.242133273576,678188.0261182822,774585.8702563115,787620.5957835831,788520.6480939647,1,8
regional-slow-root,cost,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,0.0,4.7147520000000966e-05,0.04827906048000099,8.98193359375,0,0,0,0,0,25,235929600,0,149313.98864246096,281313.1584305238,292688.6701681732,292736.7317751826,244.86950456204795,292.5677058077126,334.13550033335923,336.3745568202052,149503.8800304716,281491.4224284566,292868.2794981388,292917.38284821075,9116.129678800338,17776.524258233927,23670.196762645428,24461.848920631688,148964.32853822058,280973.86108298297,292353.7896518794,292396.83521853306,3,14
regional-slow-root,bounded,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,0.0,0.00014127360000000327,0.14466416640000335,8.98193359375,0,0,0,0,0,32,301989888,0,678393.1483685344,774686.4934417731,787789.4733650389,788678.8065520189,356.46824378168094,490.2130350652442,524.5419782613113,534.3292152369856,678573.7345761391,774867.9306888715,787968.9506425299,788857.919189552,31267.173964401023,56640.75681847011,60511.586641915215,62793.242133273576,678188.0261182822,774585.8702563115,787620.5957835831,788520.6480939647,1,8
regional-slow-relay,balanced,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,100.0,4.7147520000000864e-05,0.048279060480000885,8.98193359375,0,0,0,0,0,3,28311552,0,2428.580699585633,3669.120397218901,5322.205788975345,5516.795160547784,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2559.019940841972,3802.6175846430697,5455.848102324975,5647.757759779953,177.03291060409538,309.5914961413946,878.5125332808644,929.928098780092,2116.0517183872144,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-slow-relay,latency,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,100.0,4.7147520000000864e-05,0.048279060480000885,8.98193359375,0,0,0,0,0,3,28311552,0,2428.580699585633,3669.120397218901,5322.205788975345,5516.795160547784,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2559.019940841972,3802.6175846430697,5455.848102324975,5647.757759779953,177.03291060409538,309.5914961413946,878.5125332808644,929.928098780092,2116.0517183872144,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-slow-relay,shallow,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,100.0,4.714752000000086e-05,0.04827906048000088,8.98193359375,0,0,0,0,0,4,37748736,0,4201.174744485834,7379.973533315562,11902.201515680987,12866.734419527935,188.74432489405444,203.80203837126285,214.40992563590405,226.1540557329865,4388.756316715953,7558.129559604582,12082.03875558793,13045.676899179698,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,3946.442465650296,7119.932606561277,11566.43165241517,12607.095141313002,2,12
regional-slow-relay,direct,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,60.416666666666664,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242598,36420.4447534631,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16194.537239772399,28732.189683694825,36520.142811093996,36602.60926033832,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.29686170376,1,8
regional-slow-relay,shortest,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,60.416666666666664,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242598,36420.4447534631,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16194.537239772399,28732.189683694825,36520.142811093996,36602.60926033832,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.29686170376,1,8
regional-slow-relay,cost,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,19.791666666666668,4.7147520000000844e-05,0.048279060480000864,8.98193359375,0,0,0,0,0,11,103809024,0,39073.83762073601,72936.05115350126,76942.8950334013,76943.62330670375,188.58221197808774,201.88624995505054,211.10645737877638,213.4614666998186,39252.952494343146,73115.62754849804,77121.86694031645,77123.99150503983,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,3946.442465650296,7119.932606561277,11566.43165241517,12607.095141313002,3,14
regional-slow-relay,bounded,regional,propagate,96,a0,1048576,65536,1500,100,20000,96,60.416666666666664,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242598,36420.4447534631,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16194.537239772399,28732.189683694825,36520.142811093996,36602.60926033832,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.29686170376,1,8
regional-forwarder-outage,balanced,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,100.0,4.7147520000000864e-05,0.048279060480000885,8.98193359375,0,0,0,0,0,3,28311552,0,2428.580699585633,3669.120397218901,5322.205788975345,5516.795160547784,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2559.019940841972,3802.6175846430697,5455.848102324975,5647.757759779953,177.03291060409538,309.5914961413946,878.5125332808644,929.928098780092,2116.0517183872144,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-forwarder-outage,latency,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,100.0,4.7147520000000864e-05,0.048279060480000885,8.98193359375,0,0,0,0,0,3,28311552,0,2428.580699585633,3669.120397218901,5322.205788975345,5516.795160547784,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2559.019940841972,3802.6175846430697,5455.848102324975,5647.757759779953,177.03291060409538,309.5914961413946,878.5125332808644,929.928098780092,2116.0517183872144,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-forwarder-outage,shallow,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,95.83333333333333,4.714752000000086e-05,0.04827906048000088,8.98193359375,0,0,0,0,0,4,37748736,0,4201.174744485834,7379.973533315562,11902.201515680987,12866.734419527935,188.74432489405444,203.80203837126285,214.40992563590405,226.1540557329865,4388.756316715953,7558.129559604582,12082.03875558793,13045.676899179698,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,3946.442465650296,7119.932606561277,11566.43165241517,12607.095141313002,2,12
regional-forwarder-outage,direct,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,16.666666666666668,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242596,36420.444753463125,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16193.9484397724,28732.189683694825,36520.14281109397,36602.60926033835,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.296861703784,1,8
regional-forwarder-outage,shortest,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,16.666666666666668,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242596,36420.444753463125,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16193.9484397724,28732.189683694825,36520.14281109397,36602.60926033835,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.296861703784,1,8
regional-forwarder-outage,cost,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,4.714176000000087e-05,0.04827316224000089,10.103729248046875,1536,0,0,3072,0,32,301989888,0,,,,,188.39775060098327,203.30627900972289,211.10645737877638,213.4614666998186,,,,,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,3946.442465650296,7119.932606561277,11566.43165241517,12607.095141313002,3,14
regional-forwarder-outage,bounded,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,16.666666666666668,0.00014127360000000246,0.14466416640000251,8.98193359375,0,0,0,0,0,6,56623104,0,16014.427978020918,28550.1182523621,36341.08082242596,36420.444753463125,193.59547728381585,208.36480438523722,216.87954144588582,221.11328969418383,16193.9484397724,28732.189683694825,36520.14281109397,36602.60926033835,969.0586986101262,2903.192817029345,6066.779940742581,6737.816046218835,15834.959954453108,28287.17458312569,36056.68213904473,36218.296861703784,1,8
regional-repair,balanced,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,83.33333333333333,9.601545333333762e-05,0.09831982421333772,11.950233300526937,0,662,4061,0,0,6,56623104,0,2454.0862481479708,16750.103628367426,29235.88724768039,29500.672513294045,188.8184980317119,206.78401900095923,226.78223134872167,230.52303465556426,2582.7842415650084,16880.14223672625,29364.106559483393,29636.056327604074,178.8021140059593,1007.8930600829481,2986.0066521909434,3329.8898981302864,2117.716087958477,16455.722391128722,28904.973302997685,29176.714924798667,3,16
regional-repair,latency,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,83.33333333333333,9.601545333333762e-05,0.09831982421333772,11.950233300526937,0,662,4061,0,0,6,56623104,0,2454.0862481479708,16750.103628367426,29235.88724768039,29500.672513294045,188.8184980317119,206.78401900095923,226.78223134872167,230.52303465556426,2582.7842415650084,16880.14223672625,29364.106559483393,29636.056327604074,178.8021140059593,1007.8930600829481,2986.0066521909434,3329.8898981302864,2117.716087958477,16455.722391128722,28904.973302997685,29176.714924798667,3,16
regional-repair,shallow,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,19.791666666666668,0.00017271371666666244,0.17685884586666234,16.934289296468098,0,768,10883,0,0,18,169869312,0,29209.037191802432,84585.84805254404,95072.52413508914,95139.63678968309,204.4193883583539,225.75075124079012,238.57849914622784,241.6141466516842,29401.398115131313,84764.67631106518,95250.55047745995,95317.4557358157,1961.0374324184377,5898.727443399279,7622.86949264038,8493.051684319946,28945.913895093276,84266.44360904604,94804.86546681347,94876.24384805499,2,12
regional-repair,direct,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,2.0833333333333335,0.00028038307999999327,0.2871122739199931,17.820431391398113,0,768,12096,0,0,24,226492416,0,72225.66943330494,160738.82296907195,167317.95759606862,168499.77928066882,217.4928642363957,243.20449540503614,260.5533750660601,263.51300295862376,72410.79163879703,160917.57555202203,167496.78991213063,168677.5258750536,5723.599501464996,12335.292027739437,15182.331284506907,17311.057129107856,72078.78476664328,160517.93549864637,167137.1534252767,168358.75506022503,1,8
regional-repair,shortest,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,2.0833333333333335,0.00028038307999999327,0.2871122739199931,17.820431391398113,0,768,12096,0,0,24,226492416,0,72225.66943330494,160738.82296907195,167317.95759606862,168499.77928066882,217.4928642363957,243.20449540503614,260.5533750660601,263.51300295862376,72410.79163879703,160917.57555202203,167496.78991213063,168677.5258750536,5723.599501464996,12335.292027739437,15182.331284506907,17311.057129107856,72078.78476664328,160517.93549864637,167137.1534252767,168358.75506022503,1,8
regional-repair,cost,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,6.25,0.00017613016333332837,0.18035728725332825,18.231687863667805,1536,768,9587,3072,0,18,169869312,0,34352.11977396327,91737.2920124998,99733.75772018774,100980.64786794726,203.8317072173177,227.8431741741806,254.99153873230097,258.4669588329434,34493.455459266675,91868.86052451961,99864.57928183478,101114.1491437118,1961.0740425417025,5999.257188083451,7702.469211956627,8516.029670374588,29464.32399451051,85289.71296639518,95354.83372937032,95383.02260167418,3,14
regional-repair,bounded,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,2.0833333333333335,0.00028038307999999327,0.2871122739199931,17.820431391398113,0,768,12096,0,0,24,226492416,0,72225.66943330494,160738.82296907195,167317.95759606862,168499.77928066882,217.4928642363957,243.20449540503614,260.5533750660601,263.51300295862376,72410.79163879703,160917.57555202203,167496.78991213063,168677.5258750536,5723.599501464996,12335.292027739437,15182.331284506907,17311.057129107856,72078.78476664328,160517.93549864637,167137.1534252767,168358.75506022503,1,8
regional-common-cut,balanced,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.00026809349999998815,0.27452774399998786,19.039481321970623,6144,750,6086,12288,0,32,301989888,0,,,,,207.76219409050827,230.9905376597526,247.97403101985546,250.8353985430311,,,,,1970.6526261514828,6136.292529445345,7749.953574489478,7956.766383007504,30702.139243207646,103038.06956619228,110789.9009277836,110868.62606648015,3,16
regional-common-cut,latency,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.00026809349999998815,0.27452774399998786,19.039481321970623,6144,750,6086,12288,0,32,301989888,0,,,,,207.76219409050827,230.9905376597526,247.97403101985546,250.8353985430311,,,,,1970.6526261514828,6136.292529445345,7749.953574489478,7956.766383007504,30702.139243207646,103038.06956619228,110789.9009277836,110868.62606648015,3,16
regional-common-cut,shallow,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.0002802125833333261,0.2869376853333259,20.01407066980998,6144,768,7420,12288,0,32,301989888,0,,,,,214.96256672065647,246.23831353643618,254.98894432162777,260.4141346276961,,,,,4140.4966363664025,8996.200018201205,11438.147233798658,12356.985963773615,60774.66047764287,139316.16787707136,145969.7268370679,146335.8291754441,2,12
regional-common-cut,direct,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.0004229337600000443,0.43308417024004536,24.625082969665527,9216,768,7588,18432,0,32,301989888,0,,,,,230.9550084368966,259.15690625099523,269.87341754675583,270.2684736191893,,,,,8009.511149299258,15074.135626528325,18824.5961105694,19328.275728290064,119095.19487232165,189451.7000035732,198254.19012457025,200154.07431215813,1,8
regional-common-cut,shortest,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.0004229337600000443,0.43308417024004536,24.625082969665527,9216,768,7588,18432,0,32,301989888,0,,,,,230.9550084368966,259.15690625099523,269.87341754675583,270.2684736191893,,,,,8009.511149299258,15074.135626528325,18824.5961105694,19328.275728290064,119095.19487232165,189451.7000035732,198254.19012457025,200154.07431215813,1,8
regional-common-cut,cost,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.00028027386333332615,0.287000436053326,20.016992727915447,6144,768,7424,12288,0,32,301989888,0,,,,,213.17940751587594,243.20832803905068,261.035488201378,276.2716179492406,,,,,4141.399579273861,8991.571366547563,11435.659585704376,12354.586400819891,60834.930008980475,139308.58933736972,145973.87415268805,146336.10975094634,3,14
regional-common-cut,bounded,regional,propagate,96,a0,1048576,65536,1500,100,10000,0,0.0,0.0004229337600000443,0.43308417024004536,24.625082969665527,9216,768,7588,18432,0,32,301989888,0,,,,,230.9550084368966,259.15690625099523,269.87341754675583,270.2684736191893,,,,,8009.511149299258,15074.135626528325,18824.5961105694,19328.275728290064,119095.19487232165,189451.7000035732,198254.19012457025,200154.07431215813,1,8
regional-loss,balanced,regional,propagate,96,a0,1048576,65536,1500,100,10000,95,98.95833333333333,4.746918000000089e-05,0.04860844032000091,9.027953147888184,63,0,0,64,0,3,28311552,0,2449.7303325860703,3869.6459876438203,,,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2614.2978253108304,4014.561682178086,,,177.03291060409538,309.5914961413946,878.6841117083886,933.0336683182804,2116.798728375943,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-loss,latency,regional,propagate,96,a0,1048576,65536,1500,100,10000,95,98.95833333333333,4.746918000000089e-05,0.04860844032000091,9.027953147888184,63,0,0,64,0,3,28311552,0,2449.7303325860703,3869.6459876438203,,,187.75203836575747,199.31875524828502,225.8865048658321,226.4957743158621,2614.2978253108304,4014.561682178086,,,177.03291060409538,309.5914961413946,878.6841117083886,933.0336683182804,2116.798728375943,3259.699140776069,4764.350216134372,4988.315430751773,3,16
regional-loss,shallow,regional,propagate,96,a0,1048576,65536,1500,100,10000,95,94.79166666666667,4.740790000000087e-05,0.04854568960000089,9.025761604309082,60,0,0,61,0,4,37748736,0,4552.578869811976,7609.289607039538,,,188.64446825302178,201.88624995505054,214.40992563590405,226.1540557329865,4735.008918931962,7762.835582079289,,,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,4005.5914187609305,7123.036903728156,11695.176119081825,12778.807347979677,2,12
regional-loss,direct,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,15.625,0.00014203960000000232,0.14544855040000237,9.0286865234375,64,0,0,64,0,6,56623104,0,16710.58415463171,29549.99360454289,37535.67336639253,38740.42340586687,193.6141767411318,206.2640148691571,216.87954144588582,221.11328969418383,16889.801462982025,29705.798499068944,37671.74191760759,38918.288568996795,982.1532300017307,2903.768817029346,6066.779940742581,6737.816046218835,16340.450589423039,28527.609702144186,36449.21480448238,36710.796127141475,1,8
regional-loss,shortest,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,15.625,0.00014203960000000232,0.14544855040000237,9.0286865234375,64,0,0,64,0,6,56623104,0,16710.58415463171,29549.99360454289,37535.67336639253,38740.42340586687,193.6141767411318,206.2640148691571,216.87954144588582,221.11328969418383,16889.801462982025,29705.798499068944,37671.74191760759,38918.288568996795,982.1532300017307,2903.768817029346,6066.779940742581,6737.816046218835,16340.450589423039,28527.609702144186,36449.21480448238,36710.796127141475,1,8
regional-loss,cost,regional,propagate,96,a0,1048576,65536,1500,100,10000,95,94.79166666666667,4.740784000000087e-05,0.04854562816000089,9.030141830444336,67,0,0,68,0,4,37748736,0,4592.9030940560315,7575.260112309813,,,188.4887529128464,204.08904308645288,211.9215571393186,213.5429766758728,4746.123249443857,7753.086561599333,,,217.9392951449263,907.0182100349775,2361.241703808901,2623.281820062053,4005.5914187609305,7119.932606561277,11695.176119081825,12778.807347979677,3,14
regional-loss,bounded,regional,propagate,96,a0,1048576,65536,1500,100,10000,96,15.625,0.00014203960000000232,0.14544855040000237,9.0286865234375,64,0,0,64,0,6,56623104,0,16710.58415463171,29549.99360454289,37535.67336639253,38740.42340586687,193.6141767411318,206.2640148691571,216.87954144588582,221.11328969418383,16889.801462982025,29705.798499068944,37671.74191760759,38918.288568996795,982.1532300017307,2903.768817029346,6066.779940742581,6737.816046218835,16340.450589423039,28527.609702144186,36449.21480448238,36710.796127141475,1,8
regional-loss-jumbo,balanced,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,100.0,4.288848000000049e-05,0.0439178035200005,8.16693115234375,8,0,0,8,0,3,28311552,0,2210.2799196242595,3414.252752051427,4741.282651191046,5064.303573963476,187.7317944056449,195.96068717933667,205.25245936772663,206.50732050729172,2340.482048790611,3554.9321445828245,4874.924964540676,5195.266173195645,161.04173783730948,279.94235120715894,685.7597117083455,710.3484283180151,1934.1886718043534,3017.5034039025486,4242.576010402665,4541.811907008993,3,16
regional-loss-jumbo,latency,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,100.0,4.288848000000049e-05,0.0439178035200005,8.16693115234375,8,0,0,8,0,3,28311552,0,2210.2799196242595,3414.252752051427,4741.282651191046,5064.303573963476,187.7317944056449,195.96068717933667,205.25245936772663,206.50732050729172,2340.482048790611,3554.9321445828245,4874.924964540676,5195.266173195645,161.04173783730948,279.94235120715894,685.7597117083455,710.3484283180151,1934.1886718043534,3017.5034039025486,4242.576010402665,4541.811907008993,3,16
regional-loss-jumbo,shallow,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,97.91666666666667,4.2916320000000484e-05,0.043946311680000495,8.168258666992188,10,0,0,10,0,4,37748736,0,3820.0278769257675,6495.973802745197,10573.94897581182,11329.075774771434,187.86462283325454,196.06579722683819,212.20669634918374,216.5670194087393,4003.5035832708527,6674.345100270119,10753.786215718761,11508.0182544232,207.6488715889136,533.3894100344623,1644.675885626213,1906.7160018825875,3592.481966792204,6269.678256333558,10262.877318429306,11035.024295326677,2,12
regional-loss-jumbo,direct,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,34.375,0.0001284686399999916,0.1315518873599914,8.167594909667969,9,0,0,9,0,5,47185920,0,12723.791105051729,23060.63739863876,28873.257480656397,30026.594705815667,191.16033876508027,208.3008476049281,213.83660910602774,218.0202143692686,12909.741760005476,23243.750285031292,29055.166870437064,30218.71124953981,879.6451693701893,2169.7277962815715,4625.168310644881,5003.928612548596,11894.099265166064,22929.387368835658,28733.982280776472,29830.72587148288,1,8
regional-loss-jumbo,shortest,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,34.375,0.0001284686399999916,0.1315518873599914,8.167594909667969,9,0,0,9,0,5,47185920,0,12723.791105051729,23060.63739863876,28873.257480656397,30026.594705815667,191.16033876508027,208.3008476049281,213.83660910602774,218.0202143692686,12909.741760005476,23243.750285031292,29055.166870437064,30218.71124953981,879.6451693701893,2169.7277962815715,4625.168310644881,5003.928612548596,11894.099265166064,22929.387368835658,28733.982280776472,29830.72587148288,1,8
regional-loss-jumbo,cost,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,97.91666666666667,4.2916320000000484e-05,0.043946311680000495,8.168258666992188,10,0,0,10,0,4,37748736,0,3887.739994393447,6602.385015415501,10583.386939673821,11359.601926161302,188.10952302582155,199.35541356573594,207.98969089015225,211.55550511593566,4072.3913439124517,6782.275656584017,10763.224179580764,11538.544405813067,207.6488715889136,533.3894100344623,1644.675885626213,1906.7160018825875,3592.481966792204,6269.678256333558,10262.877318429304,11035.024295326664,3,14
regional-loss-jumbo,bounded,regional,propagate,96,a0,1048576,65536,9000,100,10000,96,34.375,0.0001284686399999916,0.1315518873599914,8.167594909667969,9,0,0,9,0,5,47185920,0,12723.791105051729,23060.63739863876,28873.257480656397,30026.594705815667,191.16033876508027,208.3008476049281,213.83660910602774,218.0202143692686,12909.741760005476,23243.750285031292,29055.166870437064,30218.71124953981,879.6451693701893,2169.7277962815715,4625.168310644881,5003.928612548596,11894.099265166064,22929.387368835658,28733.982280776472,29830.72587148288,1,8
regional-control-tree,balanced,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,100.0,4.7114240000000894e-05,0.048244981760000916,8.98193359375,0,0,0,0,0,4,37748736,0,3641.045350509892,5863.957485796485,7002.872321662968,7830.900261206635,215.72370037316068,254.27063554300548,269.13431293482824,272.957978443927,3769.6132044134065,5993.959524824235,7134.647324062308,7960.4568686508865,216.49227077274736,677.1342570900688,1451.2787986995877,1556.5093932330008,3172.178754033688,5215.724435726901,6485.640496425048,7253.13082959825,3,16
regional-control-tree,latency,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,100.0,7.06540800000025e-05,0.07234977792000256,8.98193359375,0,0,0,0,0,4,37748736,0,3602.518757502471,5825.617123217882,7023.378142365696,7825.39795082102,215.24258328942233,250.1080695737037,269.13431293482824,272.957978443927,3732.7507158014923,5955.6111956985005,7155.154678715545,7955.050778010844,216.492270772751,677.1342570900688,1451.2787986995877,1556.5093932330008,3172.178754033688,5215.724435726901,6485.640496425048,7253.13082959825,3,16
regional-control-tree,shallow,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,33.333333333333336,4.71142400000009e-05,0.04824498176000092,8.98193359375,0,0,0,0,0,17,160432128,0,23646.63461481178,47727.380555346,52276.134654472655,53145.130140718975,229.56949892900957,252.71877370660513,267.3166723145037,274.0924398250151,23826.707300842787,47906.120112355784,52459.67967296365,53324.02203047645,1757.7208114912974,3419.58748578461,5160.762118489093,6342.944576768568,23163.547407192622,47429.04915747749,52002.20281746695,52835.552627878526,2,12
regional-control-tree,direct,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,1.0416666666666667,0.00014127360000000316,0.14466416640000324,8.98193359375,0,0,0,0,0,29,273678336,0,141751.2803970886,176923.6036619529,180317.83385220976,182488.89064411775,234.76534705142694,264.8976693900404,280.0624067447519,290.69004914592557,141931.47021263692,177102.7782852662,180497.31112970077,182668.0032816509,10829.40073686748,19089.85383474313,24650.996207819873,26777.697202176598,141415.9596636857,176731.0130311483,180134.6042735785,182323.06493094537,1,8
regional-control-tree,shortest,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,1.0416666666666667,0.00014127360000000316,0.14466416640000324,8.98193359375,0,0,0,0,0,29,273678336,0,141751.2803970886,176923.6036619529,180317.83385220976,182488.89064411775,234.76534705142694,264.8976693900404,280.0624067447519,290.69004914592557,141931.47021263692,177102.7782852662,180497.31112970077,182668.0032816509,10829.40073686748,19089.85383474313,24650.996207819873,26777.697202176598,141415.9596636857,176731.0130311483,180134.6042735785,182323.06493094537,1,8
regional-control-tree,cost,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,33.333333333333336,4.71142400000009e-05,0.04824498176000092,8.98193359375,0,0,0,0,0,17,160432128,0,23607.148119603575,47769.90350716801,52357.27271169873,53175.12015602768,258.5022487890003,282.0896882838515,298.5500368515797,302.8565601533186,23793.142201041253,47948.643064177784,52540.81773018972,53354.01204578516,1758.066411491296,3419.583118723098,5160.762118489093,6342.944576768568,23163.526220985725,47428.95091748447,52003.068643957406,52835.47727036901,3,14
regional-control-tree,bounded,regional,propagate,96,a0,1048576,65536,1500,300,15000,96,1.0416666666666667,0.00014127360000000316,0.14466416640000324,8.98193359375,0,0,0,0,0,29,273678336,0,141751.2803970886,176923.6036619529,180317.83385220976,182488.89064411775,234.76534705142694,264.8976693900404,280.0624067447519,290.69004914592557,141931.47021263692,177102.7782852662,180497.31112970077,182668.0032816509,10829.40073686748,19089.85383474313,24650.996207819873,26777.697202176598,141415.9596636857,176731.0130311483,180134.6042735785,182323.06493094537,1,8
global-bulk,balanced,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-bulk,latency,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
